Epoch,Distributed Loss,Centralized Loss,Distributed Train Loss,Distributed Train Accuracy,Distributed Test Accuracy,Centralized Test Accuracy,Fit Runtime (s),Evaluate Runtime (s),Optimizer,Learning Rate,Batch Size,Clients,Sampled Clients Per Round,Evaluate Clients Per Round,LDA Alpha,BackPack Extension,Task,Model,Date
40,0.35872094839936824,0.3406935119180439,3171523365.8759727,0.0,0.0,0.0,5.0,0.0,lbfgs,0.01,4,100,20,20,1.0,None,FMNIST,CNN,/2024-03-21/02-29-49
41,0.35872094839936824,0.3406935119180439,3171523365.8759727,0.0,0.0,0.0,5.0,1.0,lbfgs,0.01,4,100,20,20,1.0,None,FMNIST,CNN,/2024-03-21/02-29-49
42,0.35872094839936824,0.3406935119180439,3171523365.8759727,0.0,0.0,0.0,4.0,1.0,lbfgs,0.01,4,100,20,20,1.0,None,FMNIST,CNN,/2024-03-21/02-29-49
43,0.35872094839936824,0.3406935119180439,3171523365.8759727,0.0,0.0,0.0,4.0,1.0,lbfgs,0.01,4,100,20,20,1.0,None,FMNIST,CNN,/2024-03-21/02-29-49
44,0.35872094839936824,0.3406935119180439,3171523365.8759727,0.0,0.0,0.0,4.0,0.0,lbfgs,0.01,4,100,20,20,1.0,None,FMNIST,CNN,/2024-03-21/02-29-49
45,0.35872094839936824,0.3406935119180439,3171523365.8759727,0.0,0.0,0.0,5.0,0.0,lbfgs,0.01,4,100,20,20,1.0,None,FMNIST,CNN,/2024-03-21/02-29-49
46,0.35872094839936824,0.3406935119180439,3171523365.8759727,0.0,0.0,0.0,5.0,0.0,lbfgs,0.01,4,100,20,20,1.0,None,FMNIST,CNN,/2024-03-21/02-29-49
47,0.35872094839936824,0.3406935119180439,3171523365.8759727,0.0,0.0,0.0,5.0,0.0,lbfgs,0.01,4,100,20,20,1.0,None,FMNIST,CNN,/2024-03-21/02-29-49
48,0.35872094839936824,0.3406935119180439,3171523365.8759727,0.0,0.0,0.0,5.0,1.0,lbfgs,0.01,4,100,20,20,1.0,None,FMNIST,CNN,/2024-03-21/02-29-49
49,0.35872094839936824,0.3406935119180439,3171523365.8759727,0.0,0.0,0.0,4.0,1.0,lbfgs,0.01,4,100,20,20,1.0,None,FMNIST,CNN,/2024-03-21/02-29-49
50,0.35872094839936824,0.3406935119180439,3171523365.8759727,0.0,0.0,0.0,4.0,0.0,lbfgs,0.01,4,100,20,20,1.0,None,FMNIST,CNN,/2024-03-21/02-29-49
1,0.25085099686967566,0.24765459374189377,0.16128622447417137,0.7914572864321608,0.36,0.3088,8.0,0.0,sgd,0.01,4,100,20,20,0.1,None,FMNIST,CNN,/2024-03-21/10-34-42
2,0.2021556589361671,0.18988164682984351,0.12140572488030328,0.8342968958463044,0.4152097902097902,0.4136,5.0,0.0,sgd,0.01,4,100,20,20,0.1,None,FMNIST,CNN,/2024-03-21/10-34-42
3,0.15257544726811859,0.14790016694068908,0.08867630580365582,0.8781158184058383,0.6243432574430823,0.5842,5.0,0.0,sgd,0.01,4,100,20,20,0.1,None,FMNIST,CNN,/2024-03-21/10-34-42
4,0.15773882547816137,0.13480116952955723,0.11559019680555814,0.8362888482632541,0.46716541978387366,0.5734,5.0,0.0,sgd,0.01,4,100,20,20,0.1,None,FMNIST,CNN,/2024-03-21/10-34-42
5,0.11951000963756611,0.1134777135103941,0.09994199971479768,0.8599698454579721,0.6882096069868996,0.6786,5.0,0.0,sgd,0.01,4,100,20,20,0.1,None,FMNIST,CNN,/2024-03-21/10-34-42
6,0.12302452257734678,0.11779168760478496,0.07619926685837324,0.8928504409832989,0.7101827676240209,0.6921,5.0,0.0,sgd,0.01,4,100,20,20,0.1,None,FMNIST,CNN,/2024-03-21/10-34-42
7,0.13152405617156238,0.10601314982622861,0.0753945492464456,0.9008843036109064,0.6385442514474773,0.7091,5.0,1.0,sgd,0.01,4,100,20,20,0.1,None,FMNIST,CNN,/2024-03-21/10-34-42
8,0.12666528642577948,0.10736417081207036,0.051863752000629995,0.9334645669291338,0.6288832913518052,0.6939,4.0,1.0,sgd,0.01,4,100,20,20,0.1,None,FMNIST,CNN,/2024-03-21/10-34-42
9,0.10822396760401519,0.10164569489061832,0.05600591646719595,0.9259431765253843,0.6904347826086956,0.6943,4.0,1.0,sgd,0.01,4,100,20,20,0.1,None,FMNIST,CNN,/2024-03-21/10-34-42
10,0.10568685909952492,0.10015057093650102,0.0835595143255779,0.8774840312278211,0.6824212271973465,0.6919,4.0,0.0,sgd,0.01,4,100,20,20,0.1,None,FMNIST,CNN,/2024-03-21/10-34-42
11,0.08566279066360884,0.09911045418977737,0.054580405598254875,0.9243445692883895,0.7602339181286549,0.6948,5.0,0.0,sgd,0.01,4,100,20,20,0.1,None,FMNIST,CNN,/2024-03-21/10-34-42
12,0.077453189818783,0.08870379184558988,0.07508346003711121,0.8912160915298025,0.7991489361702128,0.734,5.0,0.0,sgd,0.01,4,100,20,20,0.1,None,FMNIST,CNN,/2024-03-21/10-34-42
13,0.0924290463318635,0.09820620433017611,0.07312904413779694,0.8952917651336121,0.7502175805047868,0.6866,5.0,0.0,sgd,0.01,4,100,20,20,0.1,None,FMNIST,CNN,/2024-03-21/10-34-42
14,0.09376744764370783,0.0860485053524375,0.06611670786191962,0.904900445495045,0.7327227310574521,0.7411,5.0,1.0,sgd,0.01,4,100,20,20,0.1,None,FMNIST,CNN,/2024-03-21/10-34-42
15,0.1080443117164906,0.08723276051729918,0.07680835180604453,0.8881458409673874,0.6730930427493713,0.7307,4.0,0.0,sgd,0.01,4,100,20,20,0.1,None,FMNIST,CNN,/2024-03-21/10-34-42
16,0.08114939459513143,0.08668430928960442,0.06559698296112013,0.9069314280411989,0.8041237113402062,0.7456,5.0,0.0,sgd,0.01,4,100,20,20,0.1,None,FMNIST,CNN,/2024-03-21/10-34-42
17,0.0798750264404265,0.08660079139322042,0.04895720011279951,0.9355646208047469,0.7962328767123288,0.7364,8.0,0.0,sgd,0.01,4,100,20,20,0.1,None,FMNIST,CNN,/2024-03-21/10-34-42
18,0.08688051243464054,0.0877358241841197,0.07505828319575251,0.8911084270184892,0.7553366174055829,0.7277,5.0,0.0,sgd,0.01,4,100,20,20,0.1,None,FMNIST,CNN,/2024-03-21/10-34-42
19,0.08892573093615995,0.07997204004526139,0.06279631320476285,0.911195087387813,0.738799661876585,0.7496,5.0,0.0,sgd,0.01,4,100,20,20,0.1,None,FMNIST,CNN,/2024-03-21/10-34-42
20,0.09569562759121727,0.08224773483648896,0.061364441856041056,0.9174708206966271,0.7278854254422915,0.7493,5.0,0.0,sgd,0.01,4,100,20,20,0.1,None,FMNIST,CNN,/2024-03-21/10-34-42
21,0.08258286881380668,0.0846726707406342,0.06110128752559537,0.9133567337890264,0.748932536293766,0.745,5.0,0.0,sgd,0.01,4,100,20,20,0.1,None,FMNIST,CNN,/2024-03-21/10-34-42
22,0.07604197421984643,0.07665781097561121,0.05129497567683126,0.9283613246038523,0.8003549245785271,0.7579,5.0,0.0,sgd,0.01,4,100,20,20,0.1,None,FMNIST,CNN,/2024-03-21/10-34-42
23,0.06537825586410871,0.07321416440196335,0.05791820767282915,0.9226114065651935,0.8369283865401208,0.7728,5.0,1.0,sgd,0.01,4,100,20,20,0.1,None,FMNIST,CNN,/2024-03-21/10-34-42
24,0.10119982428108538,0.07685691801980138,0.06157239890499621,0.9139491046182846,0.6465798045602605,0.7544,5.0,1.0,sgd,0.01,4,100,20,20,0.1,None,FMNIST,CNN,/2024-03-21/10-34-42
25,0.08667100400568879,0.07768556530624628,0.03960606385984629,0.9437139343486898,0.723265306122449,0.7518,4.0,0.0,sgd,0.01,4,100,20,20,0.1,None,FMNIST,CNN,/2024-03-21/10-34-42
26,0.05865723348044335,0.07486588753089309,0.04057364987350366,0.9446995603321935,0.8374468085106384,0.7629,4.0,1.0,sgd,0.01,4,100,20,20,0.1,None,FMNIST,CNN,/2024-03-21/10-34-42
27,0.06887624946922703,0.07448348250053823,0.04058338599264943,0.944370483073412,0.7947238252267106,0.7604,4.0,0.0,sgd,0.01,4,100,20,20,0.1,None,FMNIST,CNN,/2024-03-21/10-34-42
28,0.08846882403942577,0.07683963971659541,0.05223264932974463,0.9289517165412153,0.746031746031746,0.762,5.0,0.0,sgd,0.01,4,100,20,20,0.1,None,FMNIST,CNN,/2024-03-21/10-34-42
29,0.0912834713029216,0.07663858403209597,0.057498590873686584,0.9154942528735632,0.7317473338802297,0.7636,5.0,1.0,sgd,0.01,4,100,20,20,0.1,None,FMNIST,CNN,/2024-03-21/10-34-42
30,0.07314115065378793,0.07243380500040948,0.035583670785051556,0.954520295202952,0.7963917525773195,0.77,5.0,1.0,sgd,0.01,4,100,20,20,0.1,None,FMNIST,CNN,/2024-03-21/10-34-42
31,0.07424141358433649,0.07270245481282472,0.05294849777120123,0.9227381170857037,0.7904040404040404,0.7757,5.0,1.0,sgd,0.01,4,100,20,20,0.1,None,FMNIST,CNN,/2024-03-21/10-34-42
32,0.0802904202627004,0.07913273038826883,0.04969652503949185,0.9284439853507371,0.760268231349539,0.7521,4.0,0.0,sgd,0.01,4,100,20,20,0.1,None,FMNIST,CNN,/2024-03-21/10-34-42
33,0.07741050963810733,0.06654771255087108,0.04515030485551885,0.9375770799734371,0.7778709136630344,0.7938,5.0,0.0,sgd,0.01,4,100,20,20,0.1,None,FMNIST,CNN,/2024-03-21/10-34-42
34,0.08750582656074632,0.06900511110685766,0.0337736589087616,0.9554050239909682,0.7154742096505824,0.792,6.0,0.0,sgd,0.01,4,100,20,20,0.1,None,FMNIST,CNN,/2024-03-21/10-34-42
35,0.06324472431949987,0.06550101019106805,0.053114250260219764,0.9244472866800658,0.841927303465765,0.806,5.0,1.0,sgd,0.01,4,100,20,20,0.1,None,FMNIST,CNN,/2024-03-21/10-34-42
36,0.07492457488157107,0.07172449952811003,0.05482646060804153,0.9174939759036145,0.761864406779661,0.7776,4.0,1.0,sgd,0.01,4,100,20,20,0.1,None,FMNIST,CNN,/2024-03-21/10-34-42
37,0.0595665708321731,0.06590185592416674,0.04202600953083236,0.9409073935772965,0.8541300527240774,0.7978,5.0,0.0,sgd,0.01,4,100,20,20,0.1,None,FMNIST,CNN,/2024-03-21/10-34-42
38,0.07850574952307875,0.06557118289768696,0.05131664169545566,0.9265294720178787,0.7741407528641571,0.8094,6.0,1.0,sgd,0.01,4,100,20,20,0.1,None,FMNIST,CNN,/2024-03-21/10-34-42
39,0.08107929347482111,0.07315858912914991,0.03234033038976992,0.9583171772004653,0.7517006802721088,0.7624,5.0,0.0,sgd,0.01,4,100,20,20,0.1,None,FMNIST,CNN,/2024-03-21/10-34-42
40,0.08720024377746288,0.07475065207313747,0.0419642064098959,0.9430568499534017,0.7291666666666666,0.7706,5.0,0.0,sgd,0.01,4,100,20,20,0.1,None,FMNIST,CNN,/2024-03-21/10-34-42
41,0.07730408621042992,0.0711743128374219,0.04878363115768642,0.9252029377657518,0.7555923777961889,0.7677,6.0,1.0,sgd,0.01,4,100,20,20,0.1,None,FMNIST,CNN,/2024-03-21/10-34-42
42,0.07200904525977708,0.07290720614492893,0.04914496215996885,0.9294085078896374,0.787012987012987,0.7577,5.0,1.0,sgd,0.01,4,100,20,20,0.1,None,FMNIST,CNN,/2024-03-21/10-34-42
43,0.07156024868000473,0.06557881572134792,0.03427675893853764,0.958686050791314,0.7867892976588629,0.7915,4.0,0.0,sgd,0.01,4,100,20,20,0.1,None,FMNIST,CNN,/2024-03-21/10-34-42
44,0.06358648223146057,0.060174888749979435,0.04794846406792933,0.9324324324324325,0.8132884777123633,0.8219,5.0,0.0,sgd,0.01,4,100,20,20,0.1,None,FMNIST,CNN,/2024-03-21/10-34-42
45,0.07156467905556473,0.06861641353089362,0.04528179817918807,0.9371653987038603,0.76732249786142,0.7777,5.0,1.0,sgd,0.01,4,100,20,20,0.1,None,FMNIST,CNN,/2024-03-21/10-34-42
46,0.06338343167094042,0.06535273127667605,0.04383521199657677,0.9367901694284119,0.8104417670682731,0.797,5.0,0.0,sgd,0.01,4,100,20,20,0.1,None,FMNIST,CNN,/2024-03-21/10-34-42
47,0.07230318438513243,0.0669258737154305,0.052294048567263995,0.9206290812103375,0.7915611814345992,0.8021,5.0,0.0,sgd,0.01,4,100,20,20,0.1,None,FMNIST,CNN,/2024-03-21/10-34-42
48,0.07321735583813915,0.06469313804470003,0.035402252914141674,0.9498856707317073,0.7790601813685079,0.791,5.0,0.0,sgd,0.01,4,100,20,20,0.1,None,FMNIST,CNN,/2024-03-21/10-34-42
49,0.06220800314935854,0.06147506037224084,0.04828907982333952,0.9287172823463895,0.827212020033389,0.8147,5.0,0.0,sgd,0.01,4,100,20,20,0.1,None,FMNIST,CNN,/2024-03-21/10-34-42
50,0.061396728169334974,0.06471103632394225,0.03370231097258474,0.9567774458551157,0.82,0.8091,5.0,0.0,sgd,0.01,4,100,20,20,0.1,None,FMNIST,CNN,/2024-03-21/10-34-42
1,0.2828599843573063,0.2687700739264488,0.10061770563784084,0.8774228284278536,0.5225531914893617,0.4544,10.0,1.0,adam,0.001,4,100,20,20,0.1,None,FMNIST,CNN,/2024-03-21/10-42-20
2,0.21766419114766422,0.20475912327766418,0.10244461302614938,0.8763675175664858,0.3916083916083916,0.3946,7.0,1.0,adam,0.001,4,100,20,20,0.1,None,FMNIST,CNN,/2024-03-21/10-42-20
3,0.15935536775405268,0.1550406265437603,0.08113006800282777,0.9092976969007677,0.5919439579684763,0.5631,6.0,0.0,adam,0.001,4,100,20,20,0.1,None,FMNIST,CNN,/2024-03-21/10-42-20
4,0.16406702118324223,0.14710320640206337,0.092638124112217,0.8784277879341865,0.4713216957605985,0.5747,7.0,0.0,adam,0.001,4,100,20,20,0.1,None,FMNIST,CNN,/2024-03-21/10-42-20
5,0.12509176869059233,0.11675613970458508,0.08397081121479705,0.8833396155295892,0.7537117903930131,0.7225,7.0,0.0,adam,0.001,4,100,20,20,0.1,None,FMNIST,CNN,/2024-03-21/10-42-20
6,0.133941488596631,0.12810832089483737,0.06455518768075197,0.9122724713829987,0.6588337684943429,0.6208,7.0,0.0,adam,0.001,4,100,20,20,0.1,None,FMNIST,CNN,/2024-03-21/10-42-20
7,0.1281617583569857,0.1078897857606411,0.06590157840271604,0.9205969049373618,0.6873449131513648,0.743,7.0,0.0,adam,0.001,4,100,20,20,0.1,None,FMNIST,CNN,/2024-03-21/10-42-20
8,0.11631406960018936,0.10791495335996151,0.04871532814904112,0.9468503937007874,0.6884970612930311,0.7019,7.0,0.0,adam,0.001,4,100,20,20,0.1,None,FMNIST,CNN,/2024-03-21/10-42-20
9,0.11565972903500432,0.10911110501885414,0.05426576457768715,0.9398230088495575,0.6878260869565217,0.6897,7.0,0.0,adam,0.001,4,100,20,20,0.1,None,FMNIST,CNN,/2024-03-21/10-42-20
10,0.12168876872479817,0.12051351709067822,0.07604901124105655,0.8954932576295245,0.6616915422885572,0.6433,7.0,0.0,adam,0.001,4,100,20,20,0.1,None,FMNIST,CNN,/2024-03-21/10-42-20
11,0.10963285361465655,0.11475900448560715,0.051335341828715034,0.9369850187265918,0.7042606516290727,0.6471,7.0,1.0,adam,0.001,4,100,20,20,0.1,None,FMNIST,CNN,/2024-03-21/10-42-20
12,0.08768226510983833,0.09270265580415726,0.0688316919819957,0.9054253552315925,0.7353191489361702,0.689,7.0,0.0,adam,0.001,4,100,20,20,0.1,None,FMNIST,CNN,/2024-03-21/10-42-20
13,0.11126849449055676,0.11482832084000111,0.06558272320255851,0.9134702781312488,0.6901653611836379,0.6277,7.0,0.0,adam,0.001,4,100,20,20,0.1,None,FMNIST,CNN,/2024-03-21/10-42-20
14,0.09825128366508452,0.09113557912111282,0.059894056719586614,0.9206291481043731,0.7302248126561199,0.7282,8.0,1.0,adam,0.001,4,100,20,20,0.1,None,FMNIST,CNN,/2024-03-21/10-42-20
15,0.11124773541495067,0.09106929641515017,0.06865966324936372,0.903444485159399,0.6563285834031852,0.7218,7.0,1.0,adam,0.001,4,100,20,20,0.1,None,FMNIST,CNN,/2024-03-21/10-42-20
16,0.09579911901650764,0.09506966025382281,0.061807104342555125,0.9210355386471188,0.7603092783505154,0.7244,7.0,1.0,adam,0.001,4,100,20,20,0.1,None,FMNIST,CNN,/2024-03-21/10-42-20
17,0.08698095208072193,0.08854470263123512,0.04434946201071528,0.9429816428703875,0.7559931506849316,0.7249,7.0,1.0,adam,0.001,4,100,20,20,0.1,None,FMNIST,CNN,/2024-03-21/10-42-20
18,0.09462553006405705,0.09421927668601275,0.06659413008922505,0.9098764285050637,0.7372742200328407,0.7065,7.0,0.0,adam,0.001,4,100,20,20,0.1,None,FMNIST,CNN,/2024-03-21/10-42-20
19,0.09179273906493732,0.08614431628584862,0.057557702117283775,0.9252716107699575,0.7295012679628065,0.7155,6.0,0.0,adam,0.001,4,100,20,20,0.1,None,FMNIST,CNN,/2024-03-21/10-42-20
20,0.09859822097327796,0.08508711425065994,0.058266784049963646,0.9234445363477621,0.7219882055602359,0.7478,7.0,1.0,adam,0.001,4,100,20,20,0.1,None,FMNIST,CNN,/2024-03-21/10-42-20
21,0.09333446712561594,0.09490441122576594,0.05719113085784106,0.924995381489008,0.7523484201537147,0.7272,7.0,0.0,adam,0.001,4,100,20,20,0.1,None,FMNIST,CNN,/2024-03-21/10-42-20
22,0.07854492328366879,0.08182729050815106,0.050709530141630786,0.9349084353354208,0.8163265306122449,0.7655,7.0,0.0,adam,0.001,4,100,20,20,0.1,None,FMNIST,CNN,/2024-03-21/10-42-20
23,0.07400810676108567,0.07792546365708113,0.05795609140516654,0.9262791124151843,0.8343399482312338,0.7854,8.0,0.0,adam,0.001,4,100,20,20,0.1,None,FMNIST,CNN,/2024-03-21/10-42-20
24,0.10442879029127984,0.0825229895696044,0.057768755307204815,0.9251649387370405,0.6563517915309446,0.7531,7.0,1.0,adam,0.001,4,100,20,20,0.1,None,FMNIST,CNN,/2024-03-21/10-42-20
25,0.09998308530875614,0.08536866835653782,0.040477404315941476,0.9492952416989878,0.7093877551020408,0.7533,6.0,1.0,adam,0.001,4,100,20,20,0.1,None,FMNIST,CNN,/2024-03-21/10-42-20
26,0.06998715204127291,0.08232136707305908,0.0422964601665682,0.9470444553004397,0.8170212765957446,0.7438,6.0,1.0,adam,0.001,4,100,20,20,0.1,None,FMNIST,CNN,/2024-03-21/10-42-20
27,0.07743671647313696,0.08873898597359657,0.04014450548703006,0.9497907949790795,0.79719703215169,0.7451,6.0,1.0,adam,0.001,4,100,20,20,0.1,None,FMNIST,CNN,/2024-03-21/10-42-20
28,0.09362530918074531,0.08002812746018172,0.05361558266739485,0.931980906921241,0.7176274018379282,0.7498,6.0,0.0,adam,0.001,4,100,20,20,0.1,None,FMNIST,CNN,/2024-03-21/10-42-20
29,0.10391852979634608,0.0886766127243638,0.05380046719059693,0.9258850574712644,0.70467596390484,0.728,6.0,0.0,adam,0.001,4,100,20,20,0.1,None,FMNIST,CNN,/2024-03-21/10-42-20
30,0.07613857702393712,0.08261711262911559,0.03732089188280839,0.9566420664206642,0.8041237113402062,0.7608,7.0,0.0,adam,0.001,4,100,20,20,0.1,None,FMNIST,CNN,/2024-03-21/10-42-20
31,0.0944895621276263,0.08621466230303049,0.05060123380844557,0.9304459533859424,0.7079124579124579,0.7303,7.0,0.0,adam,0.001,4,100,20,20,0.1,None,FMNIST,CNN,/2024-03-21/10-42-20
32,0.09424920250526618,0.09477404915690422,0.04650628004115522,0.939900460137102,0.7443419949706622,0.74,7.0,0.0,adam,0.001,4,100,20,20,0.1,None,FMNIST,CNN,/2024-03-21/10-42-20
33,0.07977226356236453,0.07201683472767473,0.047707092900623055,0.9378616829522816,0.7728415758591786,0.7847,7.0,0.0,adam,0.001,4,100,20,20,0.1,None,FMNIST,CNN,/2024-03-21/10-42-20
34,0.08683115534620753,0.07332729529067875,0.03629667405808919,0.953523379433625,0.7354409317803661,0.7808,7.0,0.0,adam,0.001,4,100,20,20,0.1,None,FMNIST,CNN,/2024-03-21/10-42-20
35,0.07035844380056465,0.07450101476311684,0.05292892997137467,0.9302941713868079,0.8326289095519864,0.7924,7.0,1.0,adam,0.001,4,100,20,20,0.1,None,FMNIST,CNN,/2024-03-21/10-42-20
36,0.09102680723545915,0.09044245178103447,0.05454886893702378,0.9253012048192771,0.7177966101694915,0.7281,6.0,0.0,adam,0.001,4,100,20,20,0.1,None,FMNIST,CNN,/2024-03-21/10-42-20
37,0.07501433445026146,0.07628746239021421,0.044725969265091,0.9426811053024645,0.8084358523725835,0.7803,7.0,1.0,adam,0.001,4,100,20,20,0.1,None,FMNIST,CNN,/2024-03-21/10-42-20
38,0.08310761364289665,0.07337666505984962,0.051767931259032264,0.932302821491759,0.7585924713584288,0.7815,6.0,1.0,adam,0.001,4,100,20,20,0.1,None,FMNIST,CNN,/2024-03-21/10-42-20
39,0.09446632859556853,0.08492489811629057,0.03443951808712452,0.9588987979837146,0.7253401360544217,0.7494,6.0,0.0,adam,0.001,4,100,20,20,0.1,None,FMNIST,CNN,/2024-03-21/10-42-20
40,0.09174591881350756,0.08124750711768866,0.0452362461880037,0.9434296365330848,0.7109375,0.7455,7.0,0.0,adam,0.001,4,100,20,20,0.1,None,FMNIST,CNN,/2024-03-21/10-42-20
41,0.10446869900763381,0.09000264620184899,0.04698812399121082,0.931291070738307,0.7116818558409279,0.7391,6.0,0.0,adam,0.001,4,100,20,20,0.1,None,FMNIST,CNN,/2024-03-21/10-42-20
42,0.081222551577277,0.08244626384079456,0.05100643162145409,0.9318076958567869,0.7714285714285715,0.7347,7.0,0.0,adam,0.001,4,100,20,20,0.1,None,FMNIST,CNN,/2024-03-21/10-42-20
43,0.0842987897815214,0.07826137154884637,0.03710827191368835,0.9549135075450865,0.7525083612040134,0.7657,7.0,0.0,adam,0.001,4,100,20,20,0.1,None,FMNIST,CNN,/2024-03-21/10-42-20
44,0.06879045892447308,0.06587743951007724,0.05064750686220787,0.9305684995340168,0.8216989066442388,0.8103,7.0,1.0,adam,0.001,4,100,20,20,0.1,None,FMNIST,CNN,/2024-03-21/10-42-20
45,0.09696691651757683,0.09010615634061396,0.04537503898834458,0.9386681694374002,0.6877673224978614,0.7082,6.0,0.0,adam,0.001,4,100,20,20,0.1,None,FMNIST,CNN,/2024-03-21/10-42-20
46,0.07494038361307967,0.07251154146455228,0.045357481698387665,0.9371625395643269,0.7622489959839357,0.7763,7.0,0.0,adam,0.001,4,100,20,20,0.1,None,FMNIST,CNN,/2024-03-21/10-42-20
47,0.08249737915076033,0.07807167945504188,0.054825044748217304,0.9246758024464269,0.7713080168776372,0.7684,8.0,1.0,adam,0.001,4,100,20,20,0.1,None,FMNIST,CNN,/2024-03-21/10-42-20
48,0.08694505745330817,0.07646603435128928,0.03940439006601438,0.9519817073170732,0.7328936521022259,0.7622,6.0,0.0,adam,0.001,4,100,20,20,0.1,None,FMNIST,CNN,/2024-03-21/10-42-20
49,0.07988571362625901,0.07158668651599437,0.04806169388355689,0.9330796361611287,0.7570951585976627,0.7812,7.0,0.0,adam,0.001,4,100,20,20,0.1,None,FMNIST,CNN,/2024-03-21/10-42-20
50,0.06250919523284487,0.07511653341911734,0.037197755335100384,0.9562173263629574,0.831304347826087,0.7733,7.0,1.0,adam,0.001,4,100,20,20,0.1,None,FMNIST,CNN,/2024-03-21/10-42-20
1,0.24884318483636733,0.23974706982374192,0.13071266301642478,0.8294149318018664,0.574468085106383,0.4918,17.0,1.0,diag_mc,0.01,4,100,20,20,0.1,DiagGGNMC,FMNIST,CNN,/2024-03-21/10-51-29
2,0.16955159430007835,0.1606613727211952,0.10462409343959593,0.8668504847460642,0.5690559440559441,0.555,13.0,0.0,diag_mc,0.01,4,100,20,20,0.1,DiagGGNMC,FMNIST,CNN,/2024-03-21/10-51-29
3,0.12480856579991022,0.11972397310137749,0.07796589626102618,0.9005781442517297,0.6418563922942206,0.618,12.0,1.0,diag_mc,0.01,4,100,20,20,0.1,DiagGGNMC,FMNIST,CNN,/2024-03-21/10-51-29
4,0.11911239718409845,0.1035645426273346,0.09805187967188009,0.8705667276051189,0.6384039900249376,0.7114,12.0,0.0,diag_mc,0.01,4,100,20,20,0.1,DiagGGNMC,FMNIST,CNN,/2024-03-21/10-51-29
5,0.09094745713290169,0.0891020726248622,0.08210284445504266,0.8854127402940067,0.7842794759825328,0.7518,12.0,1.0,diag_mc,0.01,4,100,20,20,0.1,DiagGGNMC,FMNIST,CNN,/2024-03-21/10-51-29
6,0.09405950850785245,0.09095996432751417,0.06303599517578647,0.914899605929818,0.7597911227154047,0.7449,11.0,0.0,diag_mc,0.01,4,100,20,20,0.1,DiagGGNMC,FMNIST,CNN,/2024-03-21/10-51-29
7,0.09629403309845747,0.07818075537532568,0.05873855176076861,0.9272291820191599,0.7187758478081059,0.7672,12.0,0.0,diag_mc,0.01,4,100,20,20,0.1,DiagGGNMC,FMNIST,CNN,/2024-03-21/10-51-29
8,0.09713091521573157,0.08185150926969946,0.04308670756701826,0.9475393700787401,0.7204030226700252,0.7565,12.0,0.0,diag_mc,0.01,4,100,20,20,0.1,DiagGGNMC,FMNIST,CNN,/2024-03-21/10-51-29
9,0.07645048681808554,0.07610680189207196,0.04616138165726155,0.9421518397764322,0.7678260869565218,0.7596,12.0,1.0,diag_mc,0.01,4,100,20,20,0.1,DiagGGNMC,FMNIST,CNN,/2024-03-21/10-51-29
10,0.07993604658267292,0.07671712809503078,0.07145366867592907,0.899485450674237,0.7678275290215588,0.7766,12.0,1.0,diag_mc,0.01,4,100,20,20,0.1,DiagGGNMC,FMNIST,CNN,/2024-03-21/10-51-29
11,0.057291862140149,0.07301978509165347,0.043321374656656676,0.9441947565543071,0.8471177944862155,0.7746,12.0,0.0,diag_mc,0.01,4,100,20,20,0.1,DiagGGNMC,FMNIST,CNN,/2024-03-21/10-51-29
12,0.05636957413417862,0.06647487005591393,0.062324298039970055,0.9131758627052962,0.8527659574468085,0.8046,13.0,1.0,diag_mc,0.01,4,100,20,20,0.1,DiagGGNMC,FMNIST,CNN,/2024-03-21/10-51-29
13,0.06175497585860566,0.07037475205771625,0.060091312225114414,0.9177422286856936,0.8268059181897301,0.7833,11.0,0.0,diag_mc,0.01,4,100,20,20,0.1,DiagGGNMC,FMNIST,CNN,/2024-03-21/10-51-29
14,0.06857532514592665,0.06477026037201285,0.05287888576953532,0.9300845531411946,0.8084929225645295,0.813,13.0,0.0,diag_mc,0.01,4,100,20,20,0.1,DiagGGNMC,FMNIST,CNN,/2024-03-21/10-51-29
15,0.07775941729578381,0.06374188673198224,0.0630091985051322,0.9117808721143276,0.768650461022632,0.8127,12.0,0.0,diag_mc,0.01,4,100,20,20,0.1,DiagGGNMC,FMNIST,CNN,/2024-03-21/10-51-29
16,0.05547217109890277,0.0628375906649977,0.05382395399304566,0.9268813213324673,0.8651202749140894,0.8133,12.0,1.0,diag_mc,0.01,4,100,20,20,0.1,DiagGGNMC,FMNIST,CNN,/2024-03-21/10-51-29
17,0.05842887856772294,0.06233369475323707,0.03943827704426363,0.9487298349712591,0.8441780821917808,0.8124,12.0,1.0,diag_mc,0.01,4,100,20,20,0.1,DiagGGNMC,FMNIST,CNN,/2024-03-21/10-51-29
18,0.06002290794635054,0.06182427219636738,0.058858400643098635,0.9175880330762799,0.8481116584564861,0.8175,11.0,1.0,diag_mc,0.01,4,100,20,20,0.1,DiagGGNMC,FMNIST,CNN,/2024-03-21/10-51-29
19,0.0632280784819294,0.05736950501855463,0.050750626354319026,0.9308455361360416,0.8284023668639053,0.8301,11.0,0.0,diag_mc,0.01,4,100,20,20,0.1,DiagGGNMC,FMNIST,CNN,/2024-03-21/10-51-29
